Site,Date,Depth(cm),Sample#,H2O_by_wet(%),H2O_by_dry(%)
LUTZ *,5/10/2012,30-40,10,28.9,40.6
LUTZ *,5/24/2012,0-10,1,38.5,62.7
LUTZ *,5/24/2012,0-10,2,36.7,58
LUTZ *,5/24/2012,0-10,3,40.2,67.2
LUTZ *,5/24/2012,0-10,4,38.7,63
LUTZ *,5/24/2012,0-10,5,38,61.4
LUTZ *,5/24/2012,0-10,6,40,66.7
LUTZ *,5/24/2012,0-10,7,38,61.3
LUTZ *,5/24/2012,0-10,8,32.8,48.7
LUTZ *,5/24/2012,0-10,9,32.8,48.7
LUTZ *,5/24/2012,0-10,10,29.4,41.7
LUTZ *,5/24/2012,30-40,1,38.1,61.6
LUTZ *,5/24/2012,30-40,2,39.8,66.2
LUTZ *,5/24/2012,30-40,3,39.9,66.5
LUTZ *,5/24/2012,30-40,4,35.5,55
LUTZ *,5/24/2012,30-40,5,40.2,67.3
LUTZ *,5/24/2012,30-40,6,43.7,77.6
LUTZ *,5/24/2012,30-40,7,33,49.3
LUTZ *,5/24/2012,30-40,8,25.9,35
LUTZ *,5/24/2012,30-40,9,34.5,52.7
LUTZ *,5/24/2012,30-40,10,30.1,43.1
LUTZ *,6/8/2012,0-10,1,39.4,64.9
LUTZ *,6/8/2012,0-10,2,41.1,69.7
LUTZ *,6/8/2012,0-10,3,40,66.8
LUTZ *,6/8/2012,0-10,4,36.9,58.4
LUTZ *,6/8/2012,0-10,5,43.5,77.1
LUTZ *,6/8/2012,0-10,6,43.7,77.5
LUTZ *,6/8/2012,0-10,7,40.8,69
LUTZ *,6/8/2012,0-10,8,42.8,74.9
LUTZ *,6/8/2012,0-10,9,31,45
LUTZ *,6/8/2012,0-10,10,33.1,49.6
LUTZ *,6/8/2012,30-40,1,36.3,57
LUTZ *,6/8/2012,30-40,2,36.5,57.5
LUTZ *,6/8/2012,30-40,3,40.2,67.2
LUTZ *,6/8/2012,30-40,4,39.1,64.3
LUTZ *,6/8/2012,30-40,5,38.4,62.5
LUTZ *,6/8/2012,30-40,6,41.6,71.1
LUTZ *,6/8/2012,30-40,7,35.8,55.7
LUTZ *,6/8/2012,30-40,8,31.7,46.4
LUTZ *,6/8/2012,30-40,9,31.5,46.1
LUTZ *,6/8/2012,30-40,10,30.3,43.5
LUTZ *,6/22/2012,0-10,1,38.9,63.6
LUTZ *,6/22/2012,0-10,2,37.6,60.3
LUTZ *,6/22/2012,0-10,3,45.6,84
LUTZ *,6/22/2012,0-10,4,37.6,60.2
LUTZ *,6/22/2012,0-10,5,42,72.3
LUTZ *,6/22/2012,0-10,6,44.4,79.9
LUTZ *,6/22/2012,0-10,7,42.7,74.6
LUTZ *,6/22/2012,0-10,8,44.2,79.4
LUTZ *,6/22/2012,0-10,9,38,61.4
LUTZ *,6/22/2012,0-10,10,36.2,56.7
LUTZ *,6/22/2012,30-40,1,38.2,61.7
LUTZ *,6/22/2012,30-40,2,36.3,57.1
LUTZ *,6/22/2012,30-40,3,38.6,62.9
LUTZ *,6/22/2012,30-40,4,33.3,49.8
LUTZ *,6/22/2012,30-40,5,40.2,67.2
LUTZ *,6/22/2012,30-40,6,44.7,80.9
LUTZ *,6/22/2012,30-40,7,38.1,61.5
LUTZ *,6/22/2012,30-40,8,23.2,30.3
LUTZ *,6/22/2012,30-40,9,35.5,54.9
LUTZ *,6/22/2012,30-40,10,31.1,45.1
LUTZ *,7/5/2012,0-10,1,39.7,65.9
LUTZ *,7/5/2012,0-10,2,40.2,67.2
LUTZ *,7/5/2012,0-10,3,53.7,115.9
LUTZ *,7/5/2012,0-10,4,38.5,62.7
LUTZ *,7/5/2012,0-10,5,43.9,78.3
LUTZ *,7/5/2012,0-10,6,45.1,82.2
LUTZ *,7/5/2012,0-10,7,42.1,72.9
LUTZ *,7/5/2012,0-10,8,46.3,86.1
LUTZ *,7/5/2012,0-10,9,33.5,50.4
LUTZ *,7/5/2012,0-10,10,36.1,56.5
LUTZ *,7/5/2012,30-40,1,38.6,62.9
LUTZ *,7/5/2012,30-40,2,39.2,64.6
LUTZ *,7/5/2012,30-40,3,36.5,57.4
LUTZ *,7/5/2012,30-40,4,40.3,67.5
LUTZ *,7/5/2012,30-40,5,39.2,64.5
LUTZ *,7/5/2012,30-40,6,44.8,81.1
LUTZ *,7/5/2012,30-40,7,36,56.2
LUTZ *,7/5/2012,30-40,8,24.5,32.4
LUTZ *,7/5/2012,30-40,9,33.9,51.3
LUTZ *,7/5/2012,30-40,10,31.2,45.3
LUTZ *,7/19/2012,0-10,1,38.9,63.5
LUTZ *,7/19/2012,0-10,2,42.4,73.6
LUTZ *,7/19/2012,0-10,3,44.7,80.7
LUTZ *,7/19/2012,0-10,4,44.1,78.8
LUTZ *,7/19/2012,0-10,5,43.9,78.3
LUTZ *,7/19/2012,0-10,6,46.8,87.9
LUTZ *,7/19/2012,0-10,7,39,63.8
LUTZ *,7/19/2012,0-10,8,51.7,107.2
LUTZ *,7/19/2012,0-10,9,36.8,58.1
LUTZ *,7/19/2012,0-10,10,36.4,57.3
LUTZ *,7/19/2012,30-40,1,37.3,59.6
LUTZ *,7/19/2012,30-40,2,37,58.8
LUTZ *,7/19/2012,30-40,3,40.5,68.2
LUTZ *,7/19/2012,30-40,4,35.9,56
LUTZ *,7/19/2012,30-40,5,41.3,70.4
LUTZ *,7/19/2012,30-40,6,44.4,79.7
LUTZ *,7/19/2012,30-40,7,35.9,56
LUTZ *,7/19/2012,30-40,8,30.6,44.2
LUTZ *,7/19/2012,30-40,9,35.6,55.2
LUTZ *,7/19/2012,30-40,10,31.6,46.3
LUTZ *,8/2/2012,0-10,1,39.2,64.4
LUTZ *,8/2/2012,0-10,2,40.8,69.1
LUTZ *,8/2/2012,0-10,3,46.4,86.6
LUTZ *,8/2/2012,0-10,4,41,69.5
LUTZ *,8/2/2012,0-10,5,46.3,86.2
LUTZ *,8/2/2012,0-10,6,47.2,89.3
LUTZ *,8/2/2012,0-10,7,43.2,76
LUTZ *,8/2/2012,0-10,8,47.9,91.9
LUTZ *,8/2/2012,0-10,9,37.8,60.7
LUTZ *,8/2/2012,0-10,10,37.8,60.6
LUTZ *,8/2/2012,30-40,1,38.9,63.5
LUTZ *,8/2/2012,30-40,2,36.9,58.4
LUTZ *,8/2/2012,30-40,3,40.4,67.8
LUTZ *,8/2/2012,30-40,4,38.5,62.6
LUTZ *,8/2/2012,30-40,5,38,61.3
LUTZ *,8/2/2012,30-40,6,44.5,80.2
LUTZ *,8/2/2012,30-40,7,36.7,57.9
LUTZ *,8/2/2012,30-40,8,32.4,48
LUTZ *,8/2/2012,30-40,9,38.2,61.9
LUTZ *,8/2/2012,30-40,10,32.4,47.9
LUTZ *,8/16/2012,0-10,1,43.3,76.3
LUTZ *,8/16/2012,0-10,2,41.1,69.9
LUTZ *,8/16/2012,0-10,3,55.6,125
LUTZ *,8/16/2012,0-10,4,40.4,67.7
LUTZ *,8/16/2012,0-10,5,45.2,82.5
LUTZ *,8/16/2012,0-10,6,45.3,82.8
LUTZ *,8/16/2012,0-10,7,40.7,68.7
LUTZ *,8/16/2012,0-10,8,45.4,83.2
LUTZ *,8/16/2012,0-10,9,39,64
LUTZ *,8/16/2012,0-10,10,38.5,62.5
LUTZ *,8/16/2012,30-40,1,39.3,64.9
LUTZ *,8/16/2012,30-40,2,32.2,47.4
LUTZ *,8/16/2012,30-40,3,38.2,61.7
LUTZ *,8/16/2012,30-40,4,34.2,52
LUTZ *,8/16/2012,30-40,5,39.7,65.8
LUTZ *,8/16/2012,30-40,6,44.7,80.9
LUTZ *,8/16/2012,30-40,7,34.6,52.8
LUTZ *,8/16/2012,30-40,8,21.5,27.3
LUTZ *,8/16/2012,30-40,9,32.7,48.6
LUTZ *,8/16/2012,30-40,10,31.3,45.5
LUTZ *,8/30/2012,0-10,1,38.3,62.1
LUTZ *,8/30/2012,0-10,2,38.5,62.7
LUTZ *,8/30/2012,0-10,3,43.8,78
LUTZ *,8/30/2012,0-10,4,42.3,73.2
LUTZ *,8/30/2012,0-10,5,43.6,77.4
LUTZ *,8/30/2012,0-10,6,47.6,90.9
LUTZ *,8/30/2012,0-10,7,40.8,68.9
LUTZ *,8/30/2012,0-10,8,52.6,110.8
LUTZ *,8/30/2012,0-10,9,38.1,61.6
LUTZ *,8/30/2012,0-10,10,39.3,64.6
LUTZ *,8/30/2012,30-40,1,39.6,65.6
LUTZ *,8/30/2012,30-40,2,33.3,50
LUTZ *,8/30/2012,30-40,3,38.6,62.9
LUTZ *,8/30/2012,30-40,4,34.2,52
LUTZ *,8/30/2012,30-40,5,39.6,65.4
LUTZ *,8/30/2012,30-40,6,43.7,77.6
LUTZ *,8/30/2012,30-40,7,35.6,55.3
LUTZ *,8/30/2012,30-40,8,23.5,30.7
LUTZ *,8/30/2012,30-40,9,34.1,51.7
LUTZ *,8/30/2012,30-40,10,31,44.9
LUTZ *,9/12/2012,0-10,1,43.6,77.3
LUTZ *,9/12/2012,0-10,2,37.1,58.9
LUTZ *,9/12/2012,0-10,3,52.6,111.1
LUTZ *,9/12/2012,0-10,4,40.7,68.6
LUTZ *,9/12/2012,0-10,5,46.1,85.6
LUTZ *,9/12/2012,0-10,6,49.3,97.1
LUTZ *,9/12/2012,0-10,7,45,81.7
LUTZ *,9/12/2012,0-10,8,41.1,69.7
LUTZ *,9/12/2012,0-10,9,38.7,63
LUTZ *,9/12/2012,0-10,10,39.6,65.7
LUTZ *,9/12/2012,30-40,1,38.1,61.6
LUTZ *,9/12/2012,30-40,2,34.7,53.1
LUTZ *,9/12/2012,30-40,3,36.6,57.8
LUTZ *,9/12/2012,30-40,4,41,69.4
LUTZ *,9/12/2012,30-40,5,38.6,62.9
LUTZ *,9/12/2012,30-40,6,44.4,80
LUTZ *,9/12/2012,30-40,7,37.1,59
LUTZ *,9/12/2012,30-40,8,24.3,32
LUTZ *,9/12/2012,30-40,9,34.9,53.7
LUTZ *,9/12/2012,30-40,10,33.8,51
LUTZ *,9/27/2012,0-10,1,39.4,65.1
LUTZ *,9/27/2012,0-10,2,40.4,67.8
LUTZ *,9/27/2012,0-10,3,41.7,71.5
LUTZ *,9/27/2012,0-10,4,40.7,68.7
LUTZ *,9/27/2012,0-10,5,41.8,71.8
LUTZ *,9/27/2012,0-10,6,43.2,75.9
LUTZ *,9/27/2012,0-10,7,42.7,74.5
LUTZ *,9/27/2012,0-10,8,44.8,81.3
LUTZ *,9/27/2012,0-10,9,37.7,60.6
LUTZ *,9/27/2012,0-10,10,38.2,61.8
LUTZ *,9/27/2012,30-40,1,37.8,60.8
LUTZ *,9/27/2012,30-40,2,34.8,53.3
LUTZ *,9/27/2012,30-40,3,40.2,67.3
LUTZ *,9/27/2012,30-40,4,36.5,57.4
LUTZ *,9/27/2012,30-40,5,42.1,72.6
LUTZ *,9/27/2012,30-40,6,43.5,77
LUTZ *,9/27/2012,30-40,7,35.6,55.2
LUTZ *,9/27/2012,30-40,8,31.1,45.2
LUTZ *,9/27/2012,30-40,9,34.8,53.4
LUTZ *,9/27/2012,30-40,10,31.7,46.4
LUTZ *,10/11/2012,0-10,1,38.3,62.1
LUTZ *,10/11/2012,0-10,2,39.1,64.2
LUTZ *,10/11/2012,0-10,3,44.4,80
LUTZ *,10/11/2012,0-10,4,42,72.4
LUTZ *,10/11/2012,0-10,5,46.2,85.8
LUTZ *,10/11/2012,0-10,6,47.2,89.6
LUTZ *,10/11/2012,0-10,7,41.1,69.9
LUTZ *,10/11/2012,0-10,8,49.7,98.8
LUTZ *,10/11/2012,0-10,9,39.2,64.4
LUTZ *,10/11/2012,0-10,10,32.6,48.4
LUTZ *,10/11/2012,30-40,1,38.2,61.9
LUTZ *,10/11/2012,30-40,2,41.2,70.1
LUTZ *,10/11/2012,30-40,3,34.2,52
LUTZ *,10/11/2012,30-40,4,40.9,69.3
LUTZ *,10/11/2012,30-40,5,40.9,69.2
LUTZ *,10/11/2012,30-40,6,43.8,78
LUTZ *,10/11/2012,30-40,7,37.7,60.5
LUTZ *,10/11/2012,30-40,8,28.1,39.1
LUTZ *,10/11/2012,30-40,9,35.3,54.6
LUTZ *,10/11/2012,30-40,10,38.1,61.5
LUTZ *,10/25/2012,0-10,1,38.1,61.7
LUTZ *,10/25/2012,0-10,2,39.3,64.8
LUTZ *,10/25/2012,0-10,3,46.6,87.3
LUTZ *,10/25/2012,0-10,4,40.4,67.8
LUTZ *,10/25/2012,0-10,5,45.5,83.3
LUTZ *,10/25/2012,0-10,6,45.1,82.1
LUTZ *,10/25/2012,0-10,7,42,72.4
LUTZ *,10/25/2012,0-10,8,50.1,100.6
LUTZ *,10/25/2012,0-10,9,41.9,72.1
LUTZ *,10/25/2012,0-10,10,38.8,63.4
LUTZ *,10/25/2012,30-40,1,38,61.2
LUTZ *,10/25/2012,30-40,2,40.9,69.3
LUTZ *,10/25/2012,30-40,3,39.4,65
LUTZ *,10/25/2012,30-40,4,34.7,53.2
LUTZ *,10/25/2012,30-40,5,40.6,68.2
LUTZ *,10/25/2012,30-40,6,44.5,80.3
LUTZ *,10/25/2012,30-40,7,41.6,71.1
LUTZ *,10/25/2012,30-40,8,28.7,40.3
LUTZ *,10/25/2012,30-40,9,35,53.8
LUTZ *,10/25/2012,30-40,10,30.8,44.6
LUTZ *,11/8/2012,0-10,1,40.6,68.3
LUTZ *,11/8/2012,0-10,2,39.9,66.4
LUTZ *,11/8/2012,0-10,3,53.9,117
LUTZ *,11/8/2012,0-10,4,43.5,76.9
LUTZ *,11/8/2012,0-10,5,45.7,84.3
LUTZ *,11/8/2012,0-10,6,48.6,94.5
LUTZ *,11/8/2012,0-10,7,42.3,73.4
LUTZ *,11/8/2012,0-10,8,47.3,89.7
LUTZ *,11/8/2012,0-10,9,37.2,59.3
LUTZ *,11/8/2012,0-10,10,38,61.2
LUTZ *,11/8/2012,30-40,1,37.4,59.8
LUTZ *,11/8/2012,30-40,2,35.8,55.7
LUTZ *,11/8/2012,30-40,3,36.7,57.9
LUTZ *,11/8/2012,30-40,4,35.5,55.1
LUTZ *,11/8/2012,30-40,5,40.8,68.8
LUTZ *,11/8/2012,30-40,6,45.3,82.7
LUTZ *,11/8/2012,30-40,7,36.9,58.4
LUTZ *,11/8/2012,30-40,8,26.3,35.6
LUTZ *,11/8/2012,30-40,9,31.2,45.3
LUTZ *,11/8/2012,30-40,10,32.3,47.7
LUTZ *,11/30/2012,0-10,1,33.6,50.6
LUTZ *,11/30/2012,0-10,2,36.1,56.5
LUTZ *,11/30/2012,0-10,3,44.8,81.1
LUTZ *,11/30/2012,0-10,4,40.1,67.1
LUTZ *,11/30/2012,0-10,5,43.8,77.9
LUTZ *,11/30/2012,0-10,6,46.7,87.6
LUTZ *,11/30/2012,0-10,7,42.5,74.1
LUTZ *,11/30/2012,0-10,8,46.2,85.9
LUTZ *,11/30/2012,0-10,9,37.4,59.9
LUTZ *,11/30/2012,0-10,10,40.2,67.3
LUTZ *,11/30/2012,30-40,1,38.6,63
LUTZ *,11/30/2012,30-40,2,34.1,51.8
LUTZ *,11/30/2012,30-40,3,35.7,55.5
LUTZ *,11/30/2012,30-40,4,34.1,51.7
LUTZ *,11/30/2012,30-40,5,41.3,70.4
LUTZ *,11/30/2012,30-40,6,41.5,70.9
LUTZ *,11/30/2012,30-40,7,35.7,55.6
LUTZ *,11/30/2012,30-40,8,24.5,32.5
LUTZ *,11/30/2012,30-40,9,35.6,55.4
LUTZ *,11/30/2012,30-40,10,32.2,47.4
LUTZ *,12/6/2012,0-10,1,40.4,67.8
LUTZ *,12/6/2012,0-10,2,43.1,75.7
LUTZ *,12/6/2012,0-10,3,47.5,90.6
LUTZ *,12/6/2012,0-10,4,42.6,74.3
LUTZ *,12/6/2012,0-10,5,41.3,70.4
LUTZ *,12/6/2012,0-10,6,45.3,82.8
LUTZ *,12/6/2012,0-10,7,49.5,97.9
LUTZ *,12/6/2012,0-10,8,43.7,77.7
LUTZ *,12/6/2012,0-10,9,40.8,69
LUTZ *,12/6/2012,0-10,10,40.1,66.9
LUTZ *,12/6/2012,30-40,1,38.4,62.4
LUTZ *,12/6/2012,30-40,2,38.4,62.3
LUTZ *,12/6/2012,30-40,3,43.5,76.9
LUTZ *,12/6/2012,30-40,4,33.8,51.1
LUTZ *,12/6/2012,30-40,5,42.5,73.8
LUTZ *,12/6/2012,30-40,6,43.9,78.2
LUTZ *,12/6/2012,30-40,7,37.2,59.2
LUTZ *,12/6/2012,30-40,8,22.9,29.7
LUTZ *,12/6/2012,30-40,9,36.3,57.1
LUTZ *,12/6/2012,30-40,10,31,45
LUTZ *,12/20/2012,0-10,1,40.7,68.5
LUTZ *,12/20/2012,0-10,2,37.7,60.5
LUTZ *,12/20/2012,0-10,3,52.2,109.3
LUTZ *,12/20/2012,0-10,4,38.9,63.5
LUTZ *,12/20/2012,0-10,5,41.5,71
LUTZ *,12/20/2012,0-10,6,45.9,84.9
LUTZ *,12/20/2012,0-10,7,43.5,77.1
LUTZ *,12/20/2012,0-10,8,38.4,62.3
LUTZ *,12/20/2012,0-10,9,37.5,60
LUTZ *,12/20/2012,0-10,10,41.1,69.7
LUTZ *,12/20/2012,30-40,1,35.9,56
LUTZ *,12/20/2012,30-40,2,35.2,54.4
LUTZ *,12/20/2012,30-40,3,36.2,56.7
LUTZ *,12/20/2012,30-40,4,33.7,50.7
LUTZ *,12/20/2012,30-40,5,39.1,64.2
LUTZ *,12/20/2012,30-40,6,44,78.5
LUTZ *,12/20/2012,30-40,7,34.7,53
LUTZ *,12/20/2012,30-40,8,35.4,54.7
LUTZ *,12/20/2012,30-40,9,35,53.8
LUTZ *,12/20/2012,30-40,10,31.9,46.9
LUTZ *,1/3/2013,0-10,1,37,58.8
LUTZ *,1/3/2013,0-10,2,36.6,57.8
LUTZ *,1/3/2013,0-10,3,40.9,69.2
LUTZ *,1/3/2013,0-10,4,36.4,57.3
LUTZ *,1/3/2013,0-10,5,38.6,62.8
LUTZ *,1/3/2013,0-10,6,42.1,72.7
LUTZ *,1/3/2013,0-10,7,39,64
LUTZ *,1/3/2013,0-10,8,45.3,82.7
LUTZ *,1/3/2013,0-10,9,36.5,57.5
LUTZ *,1/3/2013,0-10,10,32.9,49
LUTZ *,1/3/2013,30-40,1,37.3,59.5
LUTZ *,1/3/2013,30-40,2,32.4,48
LUTZ *,1/3/2013,30-40,3,35,54
LUTZ *,1/3/2013,30-40,4,38.2,61.9
LUTZ *,1/3/2013,30-40,5,40.3,67.6
LUTZ *,1/3/2013,30-40,6,42.6,74.1
LUTZ *,1/3/2013,30-40,7,33.5,50.3
LUTZ *,1/3/2013,30-40,8,23.8,31.3
LUTZ *,1/3/2013,30-40,9,33.6,50.7
LUTZ *,1/3/2013,30-40,10,29.8,42.5
LUTZ *,1/18/2013,0-10,1,34.6,52.8
LUTZ *,1/18/2013,0-10,2,32,47.1
LUTZ *,1/18/2013,0-10,3,34.8,53.5
LUTZ *,1/18/2013,0-10,4,32.3,47.7
LUTZ *,1/18/2013,0-10,5,35.5,55.2
LUTZ *,1/18/2013,0-10,6,38,61.2
LUTZ *,1/18/2013,0-10,7,30.7,44.3
LUTZ *,1/18/2013,0-10,8,40,66.7
LUTZ *,1/18/2013,0-10,9,29.8,42.5
LUTZ *,1/18/2013,0-10,10,28.8,40.5
LUTZ *,1/18/2013,30-40,1,34.1,51.8
LUTZ *,1/18/2013,30-40,2,34.5,52.7
LUTZ *,1/18/2013,30-40,3,31.4,45.7
LUTZ *,1/18/2013,30-40,4,33.9,51.2
LUTZ *,1/18/2013,30-40,5,37.1,59
LUTZ *,1/18/2013,30-40,6,39.5,65.2
LUTZ *,1/18/2013,30-40,7,30.6,44.2
LUTZ *,1/18/2013,30-40,8,24.3,32.2
LUTZ *,1/18/2013,30-40,9,31.9,46.9
LUTZ *,1/18/2013,30-40,10,27.6,38.2
LUTZ *,1/31/2013,0-10,1,30.8,44.6
LUTZ *,1/31/2013,0-10,2,30.1,43
LUTZ *,1/31/2013,0-10,3,34.2,52
LUTZ *,1/31/2013,0-10,4,31.7,46.4
LUTZ *,1/31/2013,0-10,5,35.8,55.6
LUTZ *,1/31/2013,0-10,6,37.8,60.7
LUTZ *,1/31/2013,0-10,7,32.1,47.3
LUTZ *,1/31/2013,0-10,8,36.4,57.1
LUTZ *,1/31/2013,0-10,9,29.6,42
LUTZ *,1/31/2013,0-10,10,27.1,37.1
LUTZ *,1/31/2013,30-40,1,35.8,55.7
LUTZ *,1/31/2013,30-40,2,33.6,50.5
LUTZ *,1/31/2013,30-40,3,36.1,56.4
LUTZ *,1/31/2013,30-40,4,29.8,42.5
LUTZ *,1/31/2013,30-40,5,37.3,59.5
LUTZ *,1/31/2013,30-40,6,38.7,63
LUTZ *,1/31/2013,30-40,7,31.8,46.6
LUTZ *,1/31/2013,30-40,8,26.6,36.3
LUTZ *,1/31/2013,30-40,9,30.7,44.4
LUTZ *,1/31/2013,30-40,10,27.8,38.4
LUTZ *,2/8/2013,0-10,1,32.2,47.4
LUTZ *,2/8/2013,0-10,2,32.5,48.3
LUTZ *,2/8/2013,0-10,3,34.5,52.6
LUTZ *,2/8/2013,0-10,4,30.5,44
LUTZ *,2/8/2013,0-10,5,37.6,60.2
LUTZ *,2/8/2013,0-10,6,35.3,54.6
LUTZ *,2/8/2013,0-10,7,30.8,44.5
LUTZ *,2/8/2013,0-10,8,29.1,40.9
LUTZ *,2/8/2013,0-10,9,29.1,40.9
LUTZ *,2/8/2013,0-10,10,27.2,37.4
LUTZ *,2/8/2013,30-40,1,31.2,45.3
LUTZ *,2/8/2013,30-40,2,29.8,42.5
LUTZ *,2/8/2013,30-40,3,33.9,51.3
LUTZ *,2/8/2013,30-40,4,28.1,39
LUTZ *,2/8/2013,30-40,5,36.6,57.8
LUTZ *,2/8/2013,30-40,6,39,64
LUTZ *,2/8/2013,30-40,7,27.3,37.6
LUTZ *,2/8/2013,30-40,8,21.8,27.9
LUTZ *,2/8/2013,30-40,9,28.6,40.1
